False,15,307.828125,1020.75
False,15,175.328125,427.5
False,15,177.1875,434.25
False,15,179.046875,451.0
False,0,185.8125,0.0
False,0,187.625,0.0
False,0,189.546875,0.0
False,11,191.484375,0.0
False,14,185.765625,4300.0
False,15,187.71875,4126.5
False,15,189.65625,4161.75
False,14,191.59375,4186.0
False,15,193.484375,4356.0
False,10,195.421875,4492.75
False,0,205.015625,0.0
False,15,199.3125,4350.5
False,12,201.234375,4517.25
False,0,210.921875,0.0
False,15,205.171875,4783.5
False,0,214.8125,0.0
False,15,209.078125,4464.75
False,13,211.015625,4598.75
False,15,212.953125,4722.25
False,13,214.890625,4807.0
False,0,224.515625,0.0
False,15,218.71875,5571.25
False,15,220.671875,5462.0
False,0,230.34375,0.0
False,0,232.28125,0.0
False,0,234.21875,0.0
False,15,228.5,4003.75
False,15,230.484375,3808.0
False,15,232.4375,3793.25
False,15,234.328125,3916.25
False,10,236.078125,8150.25
False,0,245.84375,0.0
False,0,247.78125,0.0
False,0,249.71875,0.0
False,0,251.65625,0.0
False,0,253.59375,0.0
False,0,255.546875,0.0
False,0,257.484375,0.0
False,0,259.421875,0.0
False,0,261.34375,0.0
False,0,263.296875,0.0
False,15,257.453125,6898.5
False,14,259.375,7257.5
False,0,269.109375,0.0
False,0,271.046875,0.0
False,12,265.203125,7097.25
False,14,267.125,7154.75
False,0,276.859375,0.0
False,0,278.796875,0.0
False,0,280.734375,0.0
False,0,282.8125,0.0
False,0,284.75,0.0
False,0,286.703125,0.0
False,0,288.640625,0.0
False,15,283.171875,2466.25
False,15,285.21875,2200.5
False,15,287.234375,1974.5
False,15,289.25,1800.5
False,15,291.296875,1643.75
False,15,293.265625,1522.75
False,15,295.296875,1420.0
False,15,297.375,1320.5
False,15,299.25,1249.0
False,15,301.28125,1183.5
False,15,303.25,1129.75
False,15,305.265625,1077.0
False,15,307.34375,1031.75
False,15,309.28125,992.5
False,15,311.34375,953.0
False,15,313.28125,915.0
False,15,315.359375,883.0
False,15,317.265625,857.25
False,15,319.296875,836.25
False,15,321.265625,809.5
False,15,323.296875,790.25
False,15,325.453125,772.25
False,15,327.3125,755.0
False,15,329.34375,742.5
False,15,331.328125,737.0
False,12,335.203125,383.0
False,0,341.28125,0.0
False,12,339.21875,365.0
False,12,341.1875,359.75
False,10,343.40625,354.25
False,13,345.296875,352.75
False,14,347.375,349.5
False,14,349.046875,345.5
False,15,351.15625,343.75
False,15,353.25,341.75
True,15,355.03125,340.5
False,15,357.4375,340.5
False,15,359.21875,340.0
False,15,1.421875,339.75
False,15,2.78125,340.5
False,15,5.25,341.5
False,15,6.953125,341.75
False,15,8.75,344.0
False,15,11.046875,345.25
False,14,12.484375,348.25
False,14,15.015625,351.0
False,12,16.34375,354.75
False,9,18.71875,358.25
False,0,24.3125,0.0
False,0,26.28125,0.0
False,0,28.234375,0.0
