15;160.609375;1184.0
15;249.828125;875.75
15;250.984375;871.75
15;252.203125;870.5
15;253.34375;876.0
13;254.5;880.5
15;262.671875;2262.25
15;263.8125;2258.0
15;264.984375;2227.25
15;266.109375;2239.0
15;267.359375;1920.25
15;268.53125;1921.5
15;269.671875;1920.5
15;270.84375;1923.5
15;271.9375;1923.0
15;273.125;1924.25
15;274.234375;1925.75
15;275.59375;1926.5
15;276.75;1944.75
15;277.9375;1946.75
15;280.125;2323.5
15;281.28125;2322.5
15;282.453125;2328.5
15;283.59375;2334.25
15;284.765625;2339.25
15;285.90625;2363.75
15;287.078125;2383.75
15;288.203125;2388.25
15;289.390625;2401.5
15;290.5;2417.0
15;291.6875;2441.25
15;292.8125;2457.75
15;293.984375;2476.5
15;295.140625;2485.75
15;296.265625;2515.25
15;297.421875;2535.0
15;298.609375;2555.75
15;299.765625;2590.75
15;300.9375;2619.75
15;302.078125;2653.0
15;303.203125;2914.5
15;304.359375;2965.5
15;305.484375;3009.75
12;317.0625;3095.75
15;325.3125;4310.5
15;327.640625;4431.5
15;340.421875;6233.25
12;342.765625;5993.5
13;347.484375;7996.75
15;356.0625;2833.5
15;357.234375;2807.75
14;1.90625;3004.5
15;3.09375;2977.25
15;4.265625;2958.0
15;5.421875;2985.0
15;6.59375;2985.0
15;7.78125;3010.5
15;8.96875;2992.5
15;10.109375;3038.5
12;13.5;7785.25
13;14.78125;5138.75
12;15.9375;5303.5
15;20.625;6233.25
15;24.21875;5381.5
15;27.828125;4459.0
15;29.03125;4225.5
13;30.203125;4153.75
13;31.390625;3994.75
14;32.578125;3851.75
15;36.28125;3563.75
15;37.609375;2660.25
15;49.59375;2069.75
15;55.484375;2197.0
15;56.78125;1860.25
15;58.0;1904.25
15;59.140625;1987.5
15;60.328125;2053.75
15;61.4375;2235.25
15;62.625;2324.0
15;63.859375;2120.75
15;65.046875;2128.0
15;66.1875;2244.25
15;67.390625;2206.5
15;68.609375;2174.0
15;69.796875;2154.25
15;72.21875;2016.0
15;73.375;1998.0
15;74.5625;2128.75
15;75.796875;2013.25
15;76.96875;1994.5
15;78.140625;2063.25
15;79.25;2252.75
15;80.359375;2558.75
15;81.546875;2593.25
13;83.015625;2588.75
14;84.21875;2578.0
15;85.421875;2590.0
14;86.640625;2586.75
15;87.8125;2586.25
15;89.046875;2582.25
13;90.234375;2576.75
13;91.453125;2583.5
15;92.65625;2589.25
13;93.828125;2581.75
13;96.25;2601.5
15;97.421875;2614.0
14;98.640625;2613.25
15;99.828125;2621.75
14;101.03125;2638.25
13;102.21875;2651.0
12;103.4375;2665.75
15;104.625;2726.75
15;105.8125;2723.25
15;107.1875;2721.75
15;108.34375;2710.0
15;109.59375;2694.5
15;110.796875;2668.5
15;112.03125;2630.25
15;113.234375;2595.75
15;114.4375;2536.25
15;115.671875;2464.5
14;116.890625;2342.0
15;119.296875;2582.25
15;130.921875;1112.5
15;134.6875;1134.25
13;139.1875;1485.5
15;157.859375;1155.25
15;159.09375;1220.75
15;160.296875;1186.0
15;161.53125;1177.5
15;162.78125;1169.0
15;163.984375;1165.0
15;165.796875;813.75
15;172.625;1143.5
15;173.8125;1157.75
15;175.0625;1150.0
15;176.25;1158.5
15;177.484375;1155.5
15;178.65625;1183.75
15;182.296875;1173.75
15;184.765625;1153.25
13;186.0;1150.5
12;187.171875;1143.25
15;192.015625;1160.5
15;193.25;1161.0
15;194.53125;1172.25
15;195.765625;1166.75
15;196.9375;1169.0
15;198.15625;1178.0
15;199.515625;1064.5
15;200.8125;1002.0
15;202.078125;954.25
15;203.640625;911.5
15;204.96875;865.0
15;206.25;849.75
15;207.359375;859.0
15;208.5625;869.5
15;209.84375;881.5
15;211.046875;895.0
15;212.21875;907.0
15;213.4375;919.75
15;214.734375;934.5
15;215.8125;950.0
15;217.09375;966.0
15;218.234375;980.5
15;219.5;997.25
15;227.65625;1521.25
15;228.890625;1565.5
15;230.078125;1608.75
15;231.34375;1657.25
15;232.515625;1707.5
15;233.703125;1764.0
15;234.9375;1834.25
15;236.734375;1066.75
14;246.890625;886.0
14;248.203125;875.0
12;249.359375;877.5
15;250.546875;873.75
15;251.96875;873.0
13;253.25;879.75
14;254.4375;877.0
12;258.140625;903.25
15;262.140625;2267.0
15;263.390625;2245.0
15;264.625;2230.5
15;265.875;2254.0
15;267.125;2057.0
15;268.421875;1910.25
15;269.703125;1908.75
15;270.921875;1921.25
15;272.1875;1920.75
15;273.421875;1923.25
15;274.859375;1925.0
15;276.109375;1941.5
15;277.375;1944.25
15;278.625;1946.75
15;279.734375;2320.5
15;281.0;2325.0
15;282.265625;2328.5
15;283.484375;2331.75
15;284.765625;2338.25
15;286.015625;2360.5
15;287.265625;2383.75
15;288.46875;2392.0
15;289.71875;2402.25
15;291.0;2421.25
15;292.234375;2445.25
15;293.515625;2461.5
15;294.734375;2482.25
15;296.0;2506.75
15;297.203125;2533.25
15;298.484375;2549.5
15;299.75;2588.75
15;301.0;2630.25
15;302.25;2680.75
15;303.4375;2932.5
15;304.6875;2976.5
15;305.9375;3032.25
15;317.203125;3103.0
15;320.875;3865.5
15;324.84375;4252.5
15;326.09375;4372.0
15;345.25;2901.75
13;352.765625;4979.25
12;354.03125;5045.75
15;358.078125;2867.5
15;3.109375;2961.5
15;4.40625;2942.25
15;5.671875;2979.75
15;6.9375;2994.25
15;8.1875;3016.75
15;9.453125;2999.5
15;10.84375;3036.75
15;14.5;5176.5
15;20.828125;6164.25
15;24.703125;5411.75
15;25.984375;5029.0
15;28.59375;4245.75
15;31.15625;4036.75
12;32.453125;3876.75
15;36.421875;3567.25
14;37.8125;2653.75
15;45.65625;2096.25
15;49.53125;2072.0
14;53.359375;2011.5
15;55.90625;2197.25
15;57.265625;1867.75
15;58.53125;1943.25
15;59.875;2019.75
15;61.078125;2196.5
15;62.40625;2169.5
15;63.671875;2144.25
15;64.9375;2150.0
